store_code,store_name,item_code,to_qty,sorted_qty_excl_059,gap,status
007,007 - Buridah - Almoosa - MAATC,336123,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336124,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336125,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336126,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336127,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336129,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336130,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336133,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336134,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336135,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336136,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336137,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336138,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336140,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336141,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336142,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336144,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336147,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336148,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336150,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336151,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336152,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336153,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336154,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336155,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336156,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336157,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336158,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336159,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336160,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336161,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336162,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336163,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336164,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336166,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336169,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336170,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336171,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336174,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336175,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336176,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336177,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336178,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336179,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336180,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336181,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336182,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336183,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336184,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336186,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336187,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336188,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336189,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336190,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336192,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336193,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336194,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336196,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336197,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336200,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336202,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336205,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336206,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336207,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336208,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336209,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336211,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336212,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336213,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336214,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336215,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336217,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336218,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336219,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336220,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336221,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336222,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336223,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336224,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336225,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336226,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336227,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336228,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336229,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336230,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336231,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336232,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336233,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336234,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336235,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336236,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336239,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336240,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336241,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336242,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336243,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336244,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336245,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336246,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336247,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336251,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336252,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336253,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336254,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336255,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336256,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336258,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336259,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336260,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336261,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336262,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336263,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336264,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336265,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336266,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336267,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336269,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336270,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336271,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336272,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336273,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336274,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336275,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336276,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336277,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336278,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336279,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336280,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336281,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336282,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336283,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336284,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336285,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336286,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336287,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336288,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336289,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336291,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336292,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336293,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336294,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336295,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336296,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336297,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336298,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336299,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336300,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336301,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336302,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336303,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336304,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336305,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336306,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336307,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336308,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336309,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336310,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336311,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336312,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336313,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336314,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336315,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336316,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336317,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336318,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336319,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336320,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336321,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336322,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336323,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336324,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336325,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336326,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336327,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336328,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336329,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336330,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336331,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336332,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336333,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336334,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336335,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336336,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336337,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336338,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336339,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336340,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336341,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336342,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336343,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336344,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336346,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336349,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336351,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336352,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336353,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336355,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336357,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336358,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336359,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336360,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336361,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336362,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336363,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336364,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336365,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336366,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336367,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336368,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336387,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336388,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336390,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336391,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336392,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336393,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336394,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336395,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336397,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336398,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336399,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336400,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336402,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336403,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336404,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336405,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336406,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336407,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336408,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336409,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336410,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336411,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336412,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336413,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336414,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336415,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336416,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336417,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336418,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336419,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336421,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336422,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336423,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336425,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336426,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336427,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336429,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336430,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336431,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336432,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336433,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336434,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336435,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336437,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336438,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336439,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336440,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336441,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336443,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336444,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336445,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336446,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336447,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336449,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336450,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336451,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336452,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336453,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336454,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336455,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336457,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336458,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336459,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336462,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336463,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336464,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336465,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336466,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336468,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336469,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336470,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336471,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336472,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336473,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336474,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336475,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336476,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336477,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336478,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336479,3.00,3.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336480,2.00,2.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336481,1.00,1.00,0.00,OK
007,007 - Buridah - Almoosa - MAATC,336482,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336007,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336008,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336009,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336010,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336011,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336013,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336014,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336015,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336016,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336017,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336018,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336019,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336020,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336021,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336022,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336023,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336024,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336025,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336026,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336027,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336028,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336029,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336030,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336031,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336032,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336038,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336039,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336040,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336041,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336043,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336044,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336045,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336046,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336047,6.00,6.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336048,9.00,9.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336049,9.00,9.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336050,9.00,9.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336051,9.00,9.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336052,9.00,9.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336053,9.00,9.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336055,9.00,9.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336057,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336058,4.00,4.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336059,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336060,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336061,4.00,4.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336062,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336063,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336064,4.00,4.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336065,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336066,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336067,4.00,4.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336068,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336069,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336070,4.00,4.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336071,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336072,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336073,4.00,4.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336074,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336075,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336076,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336077,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336078,3.00,3.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336079,2.00,2.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336080,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336111,1.00,1.00,0.00,OK
011,011 - Hail - Almoosa - MAATC,336112,2.00,2.00,0.00,OK
